timestamp,person,duration_seconds
2025-10-14T13:29:18.329383,affan,11
2025-10-14T13:29:20.183619,affan,1
2025-10-14T13:29:23.111154,affan,2
2025-10-14T13:29:25.344465,affan,1
2025-10-14T13:29:30.631967,affan,2
2025-10-14T13:29:35.239252,affan,0
2025-10-14T13:29:36.015844,affan,0
2025-10-14T13:29:37.367864,affan,0
2025-10-14T13:29:37.607422,affan,0
2025-10-14T13:29:47.604147,affan,9
2025-10-14T13:29:49.690929,affan,0
2025-10-14T13:29:50.292264,affan,0
2025-10-14T13:29:50.479402,affan,0
2025-10-14T13:29:50.863804,affan,0
2025-10-14T13:29:51.072010,affan,0
2025-10-14T13:29:51.374574,affan,0
2025-10-14T13:29:51.459660,affan,0
2025-10-14T13:29:52.164799,affan,0
2025-10-14T13:29:52.874440,affan,0
2025-10-14T13:30:04.134748,affan,0
2025-10-14T13:30:04.566143,affan,0
2025-10-14T13:30:04.661539,affan,0
2025-10-14T13:30:05.018309,affan,0
2025-10-14T13:30:05.090020,affan,0
2025-10-14T13:30:05.498025,affan,0
2025-10-14T13:30:05.653104,affan,0
2025-10-14T13:30:05.847738,affan,0
2025-10-14T13:30:05.897437,affan,0
2025-10-14T13:30:06.008505,affan,0
2025-10-14T13:30:06.101096,affan,0
2025-10-14T13:30:06.690135,affan,0
2025-10-14T13:30:07.044289,affan,0
2025-10-14T13:30:07.099372,affan,0
2025-10-14T13:30:07.203243,affan,0
2025-10-14T13:30:07.303828,affan,0
2025-10-14T13:30:07.430665,affan,0
2025-10-14T13:30:07.519192,affan,0
2025-10-14T13:30:08.561739,affan,0
2025-10-14T13:30:08.676593,affan,0
2025-10-14T13:30:08.808979,affan,0
2025-10-14T13:30:09.015202,affan,0
2025-10-14T13:30:09.308590,affan,0
2025-10-14T13:30:09.364524,affan,0
2025-10-14T13:30:09.575091,affan,0
2025-10-14T13:30:09.851081,affan,0
2025-10-14T13:30:09.947521,affan,0
2025-10-14T13:30:10.266690,affan,0
2025-10-14T13:30:10.341260,affan,0
2025-10-14T13:30:10.521046,affan,0
2025-10-14T13:30:10.618481,affan,0
2025-10-14T13:30:10.864895,affan,0
2025-10-14T13:30:11.119742,affan,0
2025-10-14T13:30:11.388397,affan,0
2025-10-14T13:30:11.478712,affan,0
2025-10-14T13:30:12.021790,affan,0
2025-10-14T13:30:12.145839,affan,0
2025-10-14T13:30:44.498012,affan,0
2025-10-14T13:30:44.636107,affan,0
2025-10-14T13:30:44.799577,affan,0
2025-10-14T13:30:45.021908,affan,0
2025-10-14T13:30:45.148485,affan,0
2025-10-14T13:30:45.444855,affan,0
2025-10-14T13:30:45.821282,affan,0
2025-10-14T13:30:51.603840,affan,5
2025-10-14T13:30:52.629949,affan,0
2025-10-14T13:31:17.004384,affan,24
2025-10-14T13:31:17.067345,affan,0
2025-10-14T13:31:17.150616,affan,0
2025-10-14T13:31:17.217592,affan,0
2025-10-14T13:31:17.534240,affan,0
2025-10-14T13:31:18.422630,affan,0
2025-10-14T13:31:18.665240,affan,0
2025-10-14T13:31:18.900516,affan,0
2025-10-14T13:31:31.558490,affan,12
2025-10-14T13:31:31.835767,affan,0
2025-10-14T13:31:31.901976,affan,0
2025-10-14T14:44:22.872737,pranav,0
2025-10-14T14:44:25.128150,pranav,0
2025-10-14T14:44:25.472052,pranav,0
2025-10-14T14:44:26.269124,pranav,0
2025-10-14T14:44:26.352013,pranav,0
2025-10-14T14:44:26.404003,pranav,0
2025-10-14T14:44:26.721355,pranav,0
2025-10-14T14:44:26.814069,pranav,0
2025-10-14T14:44:27.105108,pranav,0
2025-10-14T14:44:27.511032,pranav,0
2025-10-14T14:44:27.579145,pranav,0
2025-10-14T14:44:27.767742,pranav,0
2025-10-14T14:44:27.914596,pranav,0
2025-10-14T14:44:27.985087,pranav,0
2025-10-14T14:44:28.416048,pranav,0
2025-10-14T14:44:28.792273,pranav,0
2025-10-14T14:44:29.443620,pranav,0
2025-10-14T14:44:29.682218,pranav,0
2025-10-14T14:44:30.191108,pranav,0
2025-10-14T14:44:31.246433,pranav,0
2025-10-14T14:44:31.425248,pranav,0
2025-10-14T14:44:31.588911,pranav,0
2025-10-14T14:44:31.962617,pranav,0
2025-10-14T14:44:32.678597,pranav,0
2025-10-14T14:44:32.850102,pranav,0
2025-10-14T14:44:32.963474,pranav,0
2025-10-14T14:44:33.115371,pranav,0
2025-10-14T14:44:33.418697,pranav,0
2025-10-14T14:44:35.980436,pranav,0
2025-10-14T14:44:36.456876,pranav,0
2025-10-14T14:44:36.774595,pranav,0
2025-10-14T14:44:40.418404,pranav,0
2025-10-14T14:44:40.785554,pranav,0
2025-10-14T14:44:42.423676,pranav,0
2025-10-14T14:44:49.990904,pranav,4
2025-10-14T14:44:52.482142,pranav,2
2025-10-14T14:44:52.583335,pranav,0
2025-10-14T14:44:53.432898,pranav,0
2025-10-14T14:44:54.442240,pranav,0
2025-10-14T14:44:55.670692,pranav,1
2025-10-14T14:44:56.310427,pranav,0
2025-10-14T14:44:56.418669,pranav,0
2025-10-14T14:44:57.080932,pranav,0
2025-10-14T14:44:57.949058,affan,0
2025-10-14T14:44:58.182016,pranav,0
2025-10-14T14:44:58.231080,affan,0
2025-10-14T14:44:58.261112,pranav,0
2025-10-14T14:44:58.311125,affan,0
2025-10-14T14:44:58.993306,pranav,0
2025-10-14T14:44:59.714455,pranav,0
2025-10-14T14:44:59.743963,affan,0
2025-10-14T14:45:00.929460,affan,0
2025-10-14T14:45:02.508176,pranav,0
2025-10-14T14:45:02.608973,affan,0
2025-10-14T14:45:02.610989,pranav,0
2025-10-14T14:45:02.640710,Mayur,0
2025-10-14T14:45:02.749966,pranav,0
2025-10-14T14:45:02.792439,Mayur,0
2025-10-14T14:45:03.047401,pranav,0
2025-10-14T14:45:03.337922,pranav,0
2025-10-14T14:45:03.385785,Mayur,0
2025-10-14T14:45:03.416744,pranav,0
2025-10-14T14:45:04.816215,Mayur,1
2025-10-14T14:45:04.865486,pranav,0
2025-10-14T14:45:04.895391,Mayur,0
2025-10-14T14:45:04.920903,pranav,0
2025-10-14T14:45:04.993036,pranav,0
2025-10-14T14:45:05.208707,pranav,0
2025-10-14T14:45:05.302606,pranav,0
2025-10-14T14:45:06.486420,affan,0
2025-10-14T14:45:06.524857,pranav,0
2025-10-14T14:45:07.247253,pranav,0
2025-10-14T14:45:07.383814,pranav,0
2025-10-14T14:45:07.420596,affan,0
2025-10-14T14:45:07.548832,pranav,0
2025-10-14T14:45:07.673087,pranav,0
2025-10-14T14:45:07.784303,pranav,0
2025-10-14T14:45:07.912705,pranav,0
2025-10-14T14:45:07.973840,pranav,0
2025-10-14T14:45:33.950386,affan,0
2025-10-14T14:45:34.067353,affan,0
2025-10-14T14:45:35.115036,pranav,1
2025-10-14T14:45:35.284630,affan,1
2025-10-14T14:45:36.860095,pranav,1
2025-10-14T14:45:36.948193,pranav,0
2025-10-14T14:45:37.306414,pranav,0
2025-10-14T14:46:04.153520,shreya,4
2025-10-14T14:46:04.368387,shreya,0
2025-10-14T14:46:11.355169,pranav,0
2025-10-14T14:46:12.261897,pranav,0
2025-10-14T14:46:15.554646,pranav,0
2025-10-14T14:46:15.613494,pranav,0
2025-10-14T14:46:15.789606,pranav,0
2025-10-14T14:46:20.353540,pranav,0
2025-10-14T14:46:21.120046,pranav,0
2025-10-14T14:46:21.280857,pranav,0
2025-10-14T14:46:22.985269,pranav,0
2025-10-14T14:46:26.624780,pranav,0
2025-10-14T14:46:27.725069,pranav,0
2025-10-14T14:46:55.149830,pranav,0
2025-10-14T14:46:55.716904,pranav,0
2025-10-14T14:46:59.374232,affan,0
2025-10-14T14:47:00.148216,affan,0
2025-10-14T14:47:01.023054,pranav,0
2025-10-14T14:47:01.150340,affan,0
2025-10-14T14:47:01.196347,pranav,0
2025-10-14T14:47:01.282704,affan,0
2025-10-14T14:47:01.342196,pranav,0
2025-10-14T14:47:01.402804,affan,0
2025-10-14T14:47:01.651005,pranav,0
2025-10-14T14:47:01.702659,affan,0
2025-10-14T14:47:01.855394,pranav,0
2025-10-14T14:47:01.955607,affan,0
2025-10-14T14:47:02.075563,pranav,0
2025-10-14T14:47:02.193699,affan,0
2025-10-14T14:47:03.871393,affan,0
2025-10-14T14:47:04.265692,affan,0
2025-10-14T14:47:06.359855,pranav,4
2025-10-14T14:47:06.399364,affan,0
2025-10-14T14:47:06.433626,pranav,0
2025-10-14T14:47:06.462377,affan,0
2025-10-14T14:47:06.494985,pranav,0
2025-10-14T14:47:06.526533,affan,0
2025-10-14T14:47:06.979136,pranav,0
2025-10-14T14:47:07.154510,pranav,0
2025-10-14T14:47:07.186918,affan,0
2025-10-14T14:47:07.403239,pranav,0
2025-10-14T14:47:07.445598,affan,0
2025-10-14T14:47:07.515218,pranav,0
2025-10-14T14:47:07.550864,affan,0
2025-10-14T14:47:07.723267,pranav,0
2025-10-14T14:47:07.758203,affan,0
2025-10-14T14:47:08.641274,pranav,0
2025-10-14T14:47:08.992479,pranav,0
2025-10-14T14:47:09.135113,pranav,0
2025-10-14T14:47:09.388933,pranav,0
2025-10-14T14:47:09.462918,pranav,0
2025-10-14T14:47:09.614742,pranav,0
2025-10-14T14:47:09.845729,pranav,0
2025-10-14T14:47:09.905470,pranav,0
2025-10-14T14:47:10.640254,pranav,0
2025-10-14T14:47:10.929247,pranav,0
2025-10-14T14:47:11.249099,shreya,0
2025-10-14T14:47:11.897614,affan,0
2025-10-14T14:47:12.041958,affan,0
2025-10-14T14:47:12.057737,pranav,0
2025-10-14T14:47:12.266177,pranav,0
2025-10-14T14:47:12.383520,pranav,0
2025-10-14T14:47:12.500832,pranav,0
2025-10-14T14:47:12.795073,pranav,0
2025-10-14T14:47:13.027339,affan,0
2025-10-14T14:47:13.244250,pranav,0
2025-10-14T14:47:13.487761,pranav,0
2025-10-14T14:47:14.085459,affan,1
2025-10-14T14:47:14.475096,pranav,0
2025-10-14T14:47:16.913013,pranav,0
2025-10-14T14:47:17.017104,pranav,0
2025-10-14T14:47:17.155261,pranav,0
2025-10-14T14:47:17.685926,pranav,0
2025-10-14T14:47:17.822221,pranav,0
2025-10-14T14:47:18.137285,pranav,0
2025-10-14T14:47:19.178538,pranav,0
2025-10-14T14:47:19.244780,pranav,0
2025-10-14T14:47:19.336130,pranav,0
2025-10-14T14:47:19.472225,pranav,0
2025-10-14T14:47:19.571966,pranav,0
2025-10-14T14:47:19.925701,pranav,0
2025-10-14T14:47:20.919826,pranav,0
2025-10-14T14:47:21.198141,pranav,0
2025-10-14T14:47:22.093540,affan,3
2025-10-14T14:47:22.292034,affan,0
2025-10-14T14:47:22.492580,pranav,0
2025-10-14T14:47:23.163403,pranav,0
2025-10-14T14:47:23.250705,pranav,0
2025-10-14T14:47:24.572154,pranav,0
2025-10-14T14:47:24.883886,pranav,0
2025-10-14T14:47:24.937470,pranav,0
2025-10-14T14:47:25.342379,pranav,0
2025-10-14T14:47:25.499449,pranav,0
2025-10-14T14:47:26.728296,pranav,0
2025-10-14T14:47:26.858480,pranav,0
2025-10-14T14:47:26.990331,pranav,0
2025-10-14T14:47:27.164111,pranav,0
2025-10-14T14:47:27.502771,affan,0
2025-10-14T14:47:28.912747,pranav,1
2025-10-14T14:47:29.043214,pranav,0
2025-10-14T14:47:32.393519,pranav,1
2025-10-14T14:47:32.549739,pranav,0
2025-10-14T14:47:33.759923,affan,0
2025-10-14T14:47:34.105459,pranav,0
2025-10-14T14:47:34.433524,pranav,0
2025-10-14T14:47:35.419906,pranav,0
2025-10-14T14:48:34.503253,pranav,59
2025-10-14T14:48:35.547821,pranav,0
2025-10-14T14:48:36.159156,shreya,0
2025-10-14T14:48:38.560714,shreya,2
2025-10-14T14:48:38.666462,shreya,0
2025-10-14T14:48:38.762710,shreya,0
2025-10-14T14:48:41.019370,Mayur,0
2025-10-14T14:48:41.212851,pranav,0
2025-10-14T14:48:41.709255,pranav,0
2025-10-14T14:48:41.743908,shreya,0
2025-10-14T14:48:41.776800,pranav,0
2025-10-14T14:48:43.265560,pranav,0
2025-10-14T14:48:44.669860,pranav,1
2025-10-14T14:48:44.763633,pranav,0
2025-10-14T14:48:45.128657,pranav,0
2025-10-14T14:48:45.332066,pranav,0
2025-10-14T14:48:45.749207,pranav,0
2025-10-14T14:48:50.031202,pranav,0
2025-10-14T14:48:50.110375,pranav,0
2025-10-14T14:48:50.790648,pranav,0
2025-10-14T14:48:51.655607,pranav,0
2025-10-14T14:48:54.565597,affan,0
2025-10-14T14:48:59.279020,affan,1
2025-10-14T14:49:03.939619,pranav,0
2025-10-14T14:49:04.013233,pranav,0
2025-10-14T14:49:04.341743,pranav,0
2025-10-14T14:49:05.716237,pranav,0
2025-10-14T14:49:05.819030,pranav,0
2025-10-14T14:49:06.209328,pranav,0
2025-10-14T15:00:28.405371,pranav,0
2025-10-14T15:00:29.638165,pranav,0
2025-10-14T15:00:29.731116,pranav,0
2025-10-14T15:00:40.903508,Mayur,0
2025-10-14T15:00:41.230657,Mayur,0
2025-10-14T15:00:41.355211,Mayur,0
2025-10-14T15:01:18.693812,aditya,15
2025-10-14T15:01:18.770467,aditya,0
2025-10-14T15:01:18.844914,aditya,0
2025-10-14T15:01:18.927336,aditya,0
2025-10-14T15:01:19.079918,aditya,0
2025-10-14T15:01:19.267412,aditya,0
2025-10-14T15:01:19.446837,affan,0
2025-10-14T15:01:19.537988,affan,0
2025-10-14T15:01:19.588527,affan,0
2025-10-14T15:01:19.674995,affan,0
2025-10-14T15:01:20.856851,affan,0
2025-10-14T15:01:20.887369,Mayur,0
2025-10-14T15:01:21.215739,affan,0
2025-10-14T15:01:21.245679,Mayur,0
2025-10-14T15:01:21.456254,affan,0
2025-10-14T15:01:21.483850,Mayur,0
2025-10-14T15:01:21.827727,affan,0
2025-10-14T15:01:21.857863,pranav,0
2025-10-14T15:01:22.869627,pranav,0
2025-10-14T15:01:23.233446,affan,0
2025-10-14T15:01:23.290887,Mayur,0
2025-10-14T15:01:23.386185,affan,0
2025-10-14T15:01:23.415142,Mayur,0
2025-10-14T15:01:23.824856,affan,0
2025-10-14T15:01:23.948043,pranav,0
2025-10-14T15:01:24.122138,affan,0
2025-10-14T15:01:25.232497,pranav,1
2025-10-14T15:01:25.273280,affan,0
2025-10-14T15:01:25.361879,pranav,0
2025-10-14T15:01:26.024195,affan,0
2025-10-14T15:01:26.093346,pranav,0
2025-10-14T15:01:26.120440,affan,0
2025-10-14T15:01:26.151050,pranav,0
2025-10-14T15:01:26.311826,affan,0
2025-10-14T15:01:26.363658,pranav,0
2025-10-14T15:01:27.218378,affan,0
2025-10-14T15:01:27.464451,pranav,0
2025-10-14T15:01:27.524143,pranav,0
2025-10-14T15:01:27.633454,pranav,0
2025-10-14T15:01:27.700639,pranav,0
2025-10-14T15:01:27.792791,pranav,0
2025-10-14T15:01:27.905496,pranav,0
2025-10-14T15:01:27.966508,pranav,0
2025-10-14T15:01:28.927307,pranav,0
2025-10-14T15:32:49.039619,pranav,0
2025-10-14T15:32:49.107402,pranav,0
2025-10-14T15:32:49.902877,pranav,0
2025-10-14T15:33:00.084915,pranav,2
2025-10-14T15:33:00.926208,pranav,0
2025-10-14T15:33:01.000773,pranav,0
2025-10-14T15:33:01.448850,pranav,0
2025-10-14T15:33:01.547403,pranav,0
2025-10-14T15:33:04.147054,pranav,2
2025-10-14T15:33:04.178532,affan,0
2025-10-14T15:33:04.208982,pranav,0
2025-10-14T15:33:04.325867,affan,0
2025-10-14T15:33:04.568609,pranav,0
2025-10-14T15:33:04.633560,affan,0
2025-10-14T15:33:04.695536,pranav,0
2025-10-14T15:33:04.901379,affan,0
2025-10-14T15:33:04.947011,pranav,0
2025-10-14T15:33:05.218948,pranav,0
2025-10-14T15:33:05.786918,pranav,0
2025-10-14T15:33:06.054084,pranav,0
2025-10-14T15:33:06.108335,pranav,0
2025-10-14T15:33:06.505323,pranav,0
2025-10-14T15:33:06.865454,pranav,0
2025-10-14T15:33:07.022781,pranav,0
2025-10-14T15:33:07.323062,pranav,0
2025-10-14T15:33:07.492259,pranav,0
2025-10-14T15:33:07.594866,pranav,0
2025-10-14T15:33:07.731860,pranav,0
2025-10-14T15:33:07.844947,pranav,0
2025-10-14T15:33:07.940377,pranav,0
2025-10-14T15:33:08.511762,pranav,0
2025-10-14T15:33:08.673521,pranav,0
2025-10-14T15:33:08.934028,pranav,0
2025-10-14T15:33:11.267905,pranav,0
2025-10-14T15:33:11.790157,pranav,0
2025-10-14T15:33:13.489058,pranav,0
2025-10-14T15:33:13.801776,pranav,0
2025-10-14T15:33:14.129148,pranav,0
2025-10-14T15:33:14.688768,pranav,0
2025-10-14T15:33:14.788752,aditya,0
2025-10-14T15:33:16.205763,aditya,0
2025-10-14T15:33:16.663634,aditya,0
2025-10-14T15:33:16.969946,aditya,0
2025-10-14T15:33:19.053105,pranav,0
2025-10-14T15:33:19.914970,pranav,0
2025-10-14T15:33:19.980982,pranav,0
2025-10-14T15:33:20.038261,pranav,0
2025-10-14T15:33:20.150893,aditya,0
2025-10-14T15:33:20.190012,pranav,0
2025-10-14T15:33:20.256492,aditya,0
2025-10-14T15:33:20.382082,pranav,0
2025-10-14T15:33:20.460582,aditya,0
2025-10-14T15:33:20.489825,pranav,0
2025-10-14T15:33:20.549465,aditya,0
2025-10-14T15:33:20.810991,pranav,0
2025-10-14T15:33:22.423122,pranav,0
2025-10-14T15:33:26.697650,pranav,0
2025-10-14T15:33:26.972231,pranav,0
2025-10-14T15:33:27.335172,pranav,0
2025-10-14T15:33:27.677291,pranav,0
2025-10-14T15:33:27.984708,pranav,0
2025-10-14T15:33:28.102760,pranav,0
2025-10-14T15:33:28.199906,pranav,0
2025-10-14T15:33:33.987232,pranav,0
2025-10-14T15:33:36.261258,affan,0
2025-10-14T15:33:48.725928,pranav,0
2025-10-14T15:33:54.323572,pranav,0
2025-10-14T15:33:55.400221,pranav,0
2025-10-14T15:34:02.573208,pranav,0
2025-10-14T15:34:02.669672,pranav,0
2025-10-14T15:34:02.855987,pranav,0
2025-10-14T15:34:34.937343,pranav,0
2025-10-14T15:34:52.663288,pranav,0
2025-10-14T15:35:07.165045,pranav,2
2025-10-14T15:35:07.282553,pranav,0
2025-10-14T15:35:07.900445,shreya,0
2025-10-14T15:35:10.605744,pranav,0
2025-10-14T15:35:10.687439,pranav,0
2025-10-14T15:35:10.791103,pranav,0
2025-10-14T15:35:10.862726,pranav,0
2025-10-14T15:35:11.588726,pranav,0
2025-10-14T15:35:12.427763,pranav,0
2025-10-14T15:35:13.286470,pranav,0
2025-10-14T15:35:13.425020,pranav,0
2025-10-14T15:35:13.608664,pranav,0
2025-10-14T15:35:14.634847,pranav,0
2025-10-14T15:35:20.685606,affan,0
2025-10-14T15:35:20.949306,pranav,0
2025-10-14T15:35:20.982871,affan,0
2025-10-14T15:35:21.026265,pranav,0
2025-10-14T15:35:22.135684,affan,0
2025-10-14T15:35:22.550603,affan,0
2025-10-14T15:35:22.615863,affan,0
2025-10-14T15:35:22.880865,affan,0
2025-10-14T17:21:53.264323,affan,8
2025-10-14T17:21:53.663267,pranav,0
2025-10-14T17:21:53.746484,affan,0
2025-10-14T17:21:57.837021,Mayur,0
2025-10-14T17:21:58.030658,Mayur,0
2025-10-14T17:21:58.090088,Mayur,0
2025-10-14T17:21:58.212196,Mayur,0
2025-10-14T17:21:58.372618,Mayur,0
2025-10-14T17:21:58.611783,Mayur,0
2025-10-14T17:21:58.976175,Mayur,0
2025-10-14T17:21:59.363480,Mayur,0
2025-10-14T17:21:59.514956,Mayur,0
2025-10-14T17:21:59.730061,Mayur,0
2025-10-14T17:21:59.877919,Mayur,0
2025-10-14T17:21:59.987650,Mayur,0
2025-10-14T17:22:00.075393,Mayur,0
2025-10-14T17:22:00.423212,Mayur,0
2025-10-14T17:22:00.655115,Mayur,0
2025-10-14T17:22:00.726241,Mayur,0
2025-10-14T17:22:00.876559,Mayur,0
2025-10-14T17:22:01.082671,Mayur,0
2025-10-14T17:22:01.277018,Mayur,0
2025-10-14T17:22:03.609087,Mayur,1
2025-10-14T17:22:03.749985,Mayur,0
2025-10-14T17:22:04.026885,Mayur,0
2025-10-14T17:22:04.287427,Mayur,0
2025-10-14T17:22:04.387556,Mayur,0
2025-10-14T17:22:12.024480,Mayur,0
2025-10-14T17:22:12.132475,Mayur,0
2025-10-14T17:22:12.219913,Mayur,0
2025-10-14T17:22:12.408713,Mayur,0
2025-10-14T17:22:12.572780,Mayur,0
2025-10-14T17:22:12.961138,Mayur,0
2025-10-14T17:22:14.125286,Mayur,1
2025-10-14T17:22:14.215646,Mayur,0
2025-10-14T17:22:15.926312,Mayur,0
2025-10-14T17:22:19.380574,Mayur,0
2025-10-14T17:22:20.326686,Mayur,0
2025-10-14T17:22:21.868092,Mayur,1
2025-10-14T17:22:34.115290,abdulwahhab,0
2025-10-14T17:22:34.328308,abdulwahhab,0
2025-10-14T17:22:34.457492,abdulwahhab,0
2025-10-14T17:22:35.001143,abdulwahhab,0
2025-10-14T17:22:35.047219,abdulwahhab,0
2025-10-14T17:22:39.922172,abdulwahhab,0
2025-10-14T17:22:40.035780,pranav,0
2025-10-14T17:22:40.227762,affan,0
2025-10-14T17:22:41.471511,abdulwahhab,1
2025-10-14T17:22:41.563736,abdulwahhab,0
2025-10-14T17:22:41.945630,pranav,1
2025-10-14T17:22:42.091785,pranav,0
2025-10-14T17:22:42.429844,abdulwahhab,0
2025-10-14T17:22:42.472205,pranav,0
2025-10-14T17:22:42.584046,abdulwahhab,0
2025-10-14T17:22:42.631703,affan,0
2025-10-14T17:22:42.644883,pranav,0
2025-10-14T17:22:42.848853,affan,0
2025-10-14T17:22:42.889347,pranav,0
2025-10-14T17:22:43.262776,affan,0
2025-10-14T17:22:43.558098,abdulwahhab,0
2025-10-14T17:22:43.789954,abdulwahhab,0
2025-10-14T17:22:43.791498,pranav,0
2025-10-14T17:22:43.865042,abdulwahhab,0
2025-10-14T17:22:43.865042,affan,0
